,Journal title,Journal ISSN (print version),Journal EISSN (online version),APC amount,Currency
14044,Harmonia: Journal of Arts Research and Education,2541-1683,2541-2426,50.0,USD - US Dollar
14054,Dunamis: Jurnal Teologi dan Pendidikan Kristiani,2541-3937,2541-3945,200000.0,IDR - Rupiah
14055,Briliant,2541-4216,2541-4224,500000.0,IDR - Rupiah
14060,"MUST: Journal of Mathematics Education, Science and Technology",2541-6057,2541-4674,400000.0,IDR - Rupiah
14063,JAICT (Journal of Applied Information and Communication Technologies),2541-6340,2541-6359,250000.0,IDR - Rupiah
14066,Yupa: Historical Studies Journal,2541-6960,2549-8754,400000.0,IDR - Rupiah
14071,Acta Biomedica Scientifica,2541-9420,2587-9596,2300.0,RUB - Russian Ruble
14088,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",,2542-4548,3000.0,USD - US Dollar
14091,The Lancet Planetary Health,,2542-5196,5000.0,USD - US Dollar
14099,Accounting and Financial Control,2543-5485,2544-1450,195.0,EUR - Euro
14100,Geopolitics under Globalization,2543-5493,2543-9820,125.0,EUR - Euro
14101,Knowledge & Performance Management,2543-5507,2616-3829,125.0,EUR - Euro
14103,Open Astronomy,,2543-6376,1000.0,EUR - Euro
14109,Open Psychology,,2543-8883,500.0,EUR - Euro
14123,Annales Horticulturae,2544-4484,2544-8013,250.0,PLN - Zloty
14136,"Arid Zone Journal of Engineering, Technology and Environment",,2545-5818,35000.0,NGN - Naira
14159,Jurnal Biodjati,2548-1606,2541-4208,1000000.0,IDR - Rupiah
14161,Symmetry: Pasundan Journal of Research in Mathematics Learning and Education,,2548-2297,2500000.0,IDR - Rupiah
14165,Sasdaya: Gadjah Mada Journal of Humanities,2548-3218,2549-3884,750000.0,IDR - Rupiah
14166,SCHOULID: Indonesian Journal of School Counseling,2548-3234,2548-3226,400000.0,IDR - Rupiah
14175,COUNS-EDU: The International Journal of Counseling and Education,2548-348X,2548-3498,850000.0,IDR - Rupiah
14185,Jurnal Sportif,2548-7833,2477-3379,1500000.0,IDR - Rupiah
14188,Journal of ICSAR,2548-8619,2548-8600,500000.0,IDR - Rupiah
14189,Jurnal Fisioterapi dan Rehabilitasi,2548-8716,2599-2791,250000.0,IDR - Rupiah
14190,JPAS (Journal of Public Administration Studies),2548-902X,2541-6979,650000.0,IDR - Rupiah
14191,Momentum: Physics Education Journal,2548-9127,2548-9135,150000.0,IDR - Rupiah
14192,Jurnal Ilmiah Akuntansi dan Keuangan,2548-9453,2580-510X,300000.0,IDR - Rupiah
14193,Jurnal Bidang Pendidikan Dasar,2549-0117,2549-0125,100000.0,IDR - Rupiah
14194,Journal of Maternal and Child Health,,2549-0257,70.0,USD - US Dollar
14195,Indonesian Journal of Medicine,,2549-0265,150.0,USD - US Dollar
14196,Journal of Epidemiology and Public Health,,2549-0273,70.0,USD - US Dollar
14197,Journal of Health Policy and Management,,2549-0281,70.0,USD - US Dollar
14201,IJIE (Indonesian Journal of Informatics Education),,2549-0389,50.0,USD - US Dollar
14205,Hayula: Indonesian Journal of Multidisciplinary Islamic Studies,2549-0761,2548-9860,25.0,USD - US Dollar
14208,Journal of Health Promotion and Behavior,,2549-1172,70.0,USD - US Dollar
14212,Medical Technology and Public Health Journal  ,2549-189X,2549-2993,350000.0,IDR - Rupiah
14219,"International Conference on Economics, Education, Business, and Accounting",2549-3191,2549-3205,125.0,USD - US Dollar
14220,JHeS (Journal of Health Studies),2549-3345,2549-3353,150000.0,IDR - Rupiah
14230,Jurnal Nusantara Aplikasi Manajemen Bisnis,2549-5291,2528-0929,300000.0,IDR - Rupiah
14231,Integrated Journal of Business and Economics,2549-5933,2549-3280,50.0,USD - US Dollar
14233,Jurnal Akuntansi: Kajian Ilmiah Akuntansi,2549-5968,2339-2436,550000.0,IDR - Rupiah
14235,Jurnal Studi Komunikasi,2549-7294,2549-7626,150.0,SGD - Singapore Dollar
14236,Eralingua: Jurnal Pendidikan Bahasa Asing dan Sastra,2549-7359,2579-4574,750000.0,IDR - Rupiah
14238,Journal of Medives: Journal of Mathematics Education IKIP Veteran Semarang,2549-8231,2549-5070,450000.0,IDR - Rupiah
14243,JNPM (Jurnal Nasional Pendidikan Matematika),2549-8495,2549-4937,499000.0,IDR - Rupiah
14244,International Journal of Pedagogy and Teacher Education,,2549-8525,50.0,USD - US Dollar
14252,Food Research,,2550-2166,100.0,USD - US Dollar
14259,Emergent Scientist,,2556-8779,300.0,EUR - Euro
14260,4 open,,2557-0250,1500.0,EUR - Euro
14262,Proceedings of the International Conference on Business Excellence,,2558-9652,200.0,EUR - Euro
14279,Canadian Journal of Biotechnology,,2560-8304,250.0,USD - US Dollar
14284,JMIR Cardio,,2561-1011,1500.0,USD - US Dollar
14287,JMIR Formative Research,,2561-326X,1900.0,USD - US Dollar
14291,JMIR Pediatrics and Parenting,,2561-6722,1500.0,USD - US Dollar
14293,JMIR Aging,,2561-7605,1500.0,USD - US Dollar
14296,International Journal of Men's Social and Community Health,,2561-9179,99.0,USD - US Dollar
14297,Canadian Prosthetics & Orthotics Journal,,2561-987X,1800.0,CAD - Canadian Dollar
14319,InfoMat,,2567-3165,3500.0,USD - US Dollar
14320,EcoMat,,2567-3173,3500.0,USD - US Dollar
14327,High-Throughput,,2571-5135,1000.0,CHF - Swiss Franc
14328,Quaternary,,2571-550X,1000.0,CHF - Swiss Franc
14329,Applied System Innovation,,2571-5577,1000.0,CHF - Swiss Franc
14330,Frontiers in Sustainable Food Systems,,2571-581X,950.0,USD - US Dollar
14331,Ceramics,,2571-6131,1000.0,CHF - Swiss Franc
14332,Plasma,,2571-6182,1000.0,CHF - Swiss Franc
14333,Fire,,2571-6255,1000.0,CHF - Swiss Franc
14334,Vibration,,2571-631X,1000.0,CHF - Swiss Franc
14335,Particles,,2571-712X,1000.0,CHF - Swiss Franc
14337,Reports,,2571-841X,1000.0,CHF - Swiss Franc
14338,Soil Systems,,2571-8789,1000.0,CHF - Swiss Franc
14339,Clean Technologies,,2571-8797,1000.0,CHF - Swiss Franc
14340,J,,2571-8800,1000.0,CHF - Swiss Franc
14341,Stats,,2571-905X,1000.0,CHF - Swiss Franc
14342,Forecasting,,2571-9394,1000.0,CHF - Swiss Franc
14343,Heritage,,2571-9408,1000.0,CHF - Swiss Franc
14344,Surfaces,,2571-9637,1000.0,CHF - Swiss Franc
14346,JOR Spine,,2572-1143,2250.0,USD - US Dollar
14349,"Plants, People, Planet",,2572-2611,2500.0,USD - US Dollar
14350,Gates Open Research,,2572-4754,1150.0,USD - US Dollar
14351,"Journal of International Maritime Safety, Environmental Affairs, and Shipping",,2572-5084,1000.0,USD - US Dollar
14352,HemaSphere,,2572-9241,1200.0,USD - US Dollar
14353,Tapuya,,2572-9861,300.0,USD - US Dollar
14356,Translational Animal Science,,2573-2102,2022.0,GBP - Pound Sterling
14358,OBM Integrative and Complementary Medicine ,,2573-4393,300.0,USD - US Dollar
14361,ImmunoHorizons,,2573-7732,1595.0,USD - US Dollar
14362,FASEB BioAdvances,,2573-9832,2200.0,USD - US Dollar
14366,Neuropsychopharmacology Reports ,,2574-173X,2280.0,USD - US Dollar
14368,OTA International,,2574-2167,1900.0,USD - US Dollar
14369,JAMIA Open,,2574-2531,1925.0,GBP - Pound Sterling
14370,Cogent Mathematics & Statistics,,2574-2558,1000.0,USD - US Dollar
14372,JAMA Network Open,,2574-3805,3000.0,USD - US Dollar
14373,Journal of Cutaneous Immunology and Allergy ,,2574-4593,2800.0,USD - US Dollar
14374,Life Science Alliance,,2575-1077,3000.0,USD - US Dollar
14376,Urban Agriculture & Regional Food Systems,,2575-1220,950.0,USD - US Dollar
14379,People and Nature,,2575-8314,2000.0,USD - US Dollar
14381,Meat and Muscle Biology,,2575-985X,1000.0,USD - US Dollar
14384,Arab Journal of Basic and Applied Sciences,,2576-5299,770.0,GBP - Pound Sterling
14385,IJU Case Reports,,2577-171X,1000.0,USD - US Dollar
14389,OBM Genetics,,2577-5790,300.0,USD - US Dollar
14391,OBM Transplantation,,2577-5820,300.0,USD - US Dollar
14393,Engineering Reports,,2577-8196,1650.0,USD - US Dollar
14395,Journal of Research in Technical Careers,,2578-2118,150.0,USD - US Dollar
14396,Plant Phenome Journal,,2578-2703,1750.0,USD - US Dollar
14397,International Journal of Ceramic Engineering & Science,,2578-3270,1800.0,USD - US Dollar
14400,Conservation Science and Practice,,2578-4854,1850.0,USD - US Dollar
14401,ACR Open Rheumatology,,2578-5745,2500.0,USD - US Dollar
14403,OSA Continuum,,2578-7519,1350.0,USD - US Dollar
14404,Heat Treatment and Surface Engineering,,2578-7616,600.0,USD - US Dollar
14409,Journal of Applied Geospatial Information,,2579-3608,20.0,USD - US Dollar
14418,Query: Jurnal Sistem Informasi,,2579-5341,15.0,USD - US Dollar
14419,J-MKLI (Jurnal Manajemen dan Kearifan Lokal Indonesia),2579-5791,2550-0856,500000.0,IDR - Rupiah
14427,Prima: Jurnal Pendidikan Matematika,2579-9827,2580-2216,250000.0,IDR - Rupiah
14428,Civic-culture,2579-9878,2579-9924,250000.0,IDR - Rupiah
14429,Keguru: Jurnal Ilmu Pendidikan Dasar,2579-9886,2579-9916,250000.0,IDR - Rupiah
14431,CNJ: Caring Nursing Journal,,2580-0078,250000.0,IDR - Rupiah
14434,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi),,2580-0760,1000000.0,IDR - Rupiah
14438,Amerta Nutrition,2580-1163,2580-9776,350000.0,IDR - Rupiah
14439,Teraputik: Jurnal Bimbingan dan Konseling,2580-2046,2580-2054,250000.0,IDR - Rupiah
14446,JMSP (Jurnal Manajemen dan Supervisi Pendidikan),2580-3417,2541-4429,200000.0,IDR - Rupiah
14453,Jurnal Basicedu,2580-3735,2580-1147,300000.0,IDR - Rupiah
14454,Intensif: Jurnal Ilmiah Penelitian Teknologi dan Penerapan Sistem Informasi,2580-409X,2549-6824,350000.0,IDR - Rupiah
14455,Journal of Moral and Civic Education,2580-412X,2549-8851,500000.0,IDR - Rupiah
14459,Science and Technology Indonesia,2580-4405,2580-4391,50.0,USD - US Dollar
14460,Jurnal Psikoedukasi dan Konseling,,2580-4545,250000.0,IDR - Rupiah
14462,Health Notions,,2580-4936,200.0,USD - US Dollar
14465,Jurnal Kependidikan: Penelitian Inovasi Pembelajaran,2580-5525,2580-5533,1050000.0,IDR - Rupiah
14473,World Nutrition Journal,,2580-7013,1000000.0,IDR - Rupiah
14475,"Language Literacy: Journal of Linguistics, Literature, and Language Teaching",2580-8672,2580-9962,50.0,USD - US Dollar
14476,Aksis: Jurnal Pendidikan Bahasa dan Sastra Indonesia,,2580-9040,250000.0,IDR - Rupiah
14479,GHMJ (Global Health Management Journal),,2580-9296,60.0,USD - US Dollar
14484,IJEBP (International Journal of Educational Best Practices),,2581-0847,75.0,USD - US Dollar
14495,Journal of Research and Practice on the Musculoskeletal System,,2585-2787,100.0,EUR - Euro
14496,Dialogues in Clinical Neuroscience & Mental Health,,2585-2795,200.0,EUR - Euro
14499,Technology Transfer: Innovative Solutions in Medicine,2585-6626,2585-6634,50.0,EUR - Euro
14500,Technology Transfer: Fundamental Principles and Innovative Technical Solutions,2585-6839,2585-6847,75.0,EUR - Euro
14506,The Asian Journal of Kinesiology,2586-5595,2586-5552,250.0,USD - US Dollar
14522,"Scientific Journal of Cahul ""Bogdan Petriceicu Hasdeu"" State University: Economic & Engineering Studies ",2587-313X,2587-3121,50.0,EUR - Euro
14536,Вестник Евразийской науки,,2588-0101,5900.0,RUB - Russian Ruble
14550,Research in English Language Pedagogy,2588-3259,2538-4244,15.0,USD - US Dollar
14557,Advances in Agricultural Sciences,,2588-3801,75.0,USD - US Dollar
14561,Journal of Horticulture and Postharvest Research,2588-4883,2588-6169,1000000.0,IRR - Iranian Rial
14566,علوم و مهندسی آبیاری,2588-5952,2588-5960,1000000.0,IRR - Iranian Rial
14571,رویکردهای نوین در مهندسی عمران,2588-6886,2588-7122,100.0,USD - US Dollar
14575,Water-Energy Nexus,,2588-9125,700.0,USD - US Dollar
14576,Carbon Resources Conversion,,2588-9133,700.0,USD - US Dollar
14577,Clinical eHealth,,2588-9141,980.0,USD - US Dollar
14579,Translational Metabolic Syndrome Research,,2588-9303,980.0,USD - US Dollar
14580,Journal of Biosafety and Biosecurity,,2588-9338,980.0,USD - US Dollar
14582,iScience,,2589-0042,3000.0,USD - US Dollar
14583,Solid State Electronics Letters ,,2589-2088,700.0,USD - US Dollar
14585,Materials Science for Energy Technologies,,2589-2991,800.0,USD - US Dollar
14586,Chinese Herbal Medicines,,2589-3610,1200.0,USD - US Dollar
14590,Journal of Hand Surgery Global Online,,2589-5141,2000.0,USD - US Dollar
14591,EClinicalMedicine,,2589-5370,3500.0,USD - US Dollar
14592,JHEP Reports,,2589-5559,2000.0,EUR - Euro
14595,Artificial Intelligence in Agriculture,,2589-7217,700.0,USD - US Dollar
14596,The Lancet: Digital Health,,2589-7500,5000.0,USD - US Dollar
14597,HydroResearch,,2589-7578,700.0,USD - US Dollar
14599,CJC Open,,2589-790X,2100.0,USD - US Dollar
14600,Global Transitions,,2589-7918,955.0,USD - US Dollar
14601,Earth System Governance,,2589-8116,1600.0,USD - US Dollar
14603,Surgery Open Science,,2589-8450,2000.0,USD - US Dollar
14604,Forensic Science International: Synergy,,2589-871X,1700.0,USD - US Dollar
14606,Journal of Translational Autoimmunity,,2589-9090,2250.0,USD - US Dollar
14607,Water Research X,,2589-9147,3750.0,USD - US Dollar
14608,Journal of Hydrology X,,2589-9155,3200.0,USD - US Dollar
14610,Metabolism Open,,2589-9368,2000.0,USD - US Dollar
14613,Epilepsy & Behavior Reports,,2589-9864,2200.0,USD - US Dollar
14615,Array,,2590-0056,1350.0,USD - US Dollar
14616,Materials Today Bio,,2590-0064,3000.0,USD - US Dollar
14617,Micro and Nano Engineering,,2590-0072,2200.0,USD - US Dollar
14618,Matrix Biology Plus,,2590-0285,2200.0,USD - US Dollar
14619,Results in Applied Mathematics,,2590-0374,500.0,USD - US Dollar
14620,The Journal of Pediatrics: X,,2590-0420,3750.0,USD - US Dollar
14621,Results in Materials,,2590-048X,1000.0,USD - US Dollar
14622,Materials Today Advances,,2590-0498,3000.0,USD - US Dollar
14623,Biosafety and Health,,2590-0536,2500.0,USD - US Dollar
14624,"Chaos, Solitons & Fractals: X",,2590-0544,2200.0,USD - US Dollar
14625,Journal of Computational Physics: X,,2590-0552,2800.0,USD - US Dollar
14626,Journal of Asian Earth Sciences: X,,2590-0560,2600.0,USD - US Dollar
14627,Kidney Medicine,,2590-0595,2400.0,USD - US Dollar
14628,Progress in Disaster Science,,2590-0617,1100.0,USD - US Dollar
14629,Infection Prevention in Practice,,2590-0889,1548.0,USD - US Dollar
14630,Urology Video Journal,,2590-0897,750.0,USD - US Dollar
14631,Medicine in Novel Technology and Devices,,2590-0935,2000.0,USD - US Dollar
14632,Medicine in Drug Discovery,,2590-0986,2000.0,USD - US Dollar
14633,Archives of Rehabilitation Research and Clinical Translation,,2590-1095,2000.0,USD - US Dollar
14634,Clinical Parkinsonism & Related Disorders,,2590-1125,2400.0,USD - US Dollar
14635,Global Epidemiology,,2590-1133,1750.0,USD - US Dollar
14636,Results in Engineering,,2590-1230,850.0,USD - US Dollar
14637,Analytica Chimica Acta: X,,2590-1346,1850.0,USD - US Dollar
14638,Vaccine: X,,2590-1362,2450.0,USD - US Dollar
14639,Veterinary Parasitology: X,,2590-1389,3200.0,USD - US Dollar
14640,World Neurosurgery: X,,2590-1397,2600.0,USD - US Dollar
14641,Chemical Engineering Science: X,,2590-1400,3500.0,USD - US Dollar
14642,Chemical Physics Letters: X,,2590-1419,3050.0,USD - US Dollar
14643,Respiratory Medicine: X,,2590-1435,3500.0,USD - US Dollar
14644,Optical Materials: X,,2590-1478,1500.0,USD - US Dollar
14645,Computers & Graphics: X,,2590-1486,2400.0,USD - US Dollar
14646,Materials Letters: X,,2590-1508,3100.0,USD - US Dollar
14647,Contraception: X,,2590-1516,3200.0,USD - US Dollar
14648,Journal of Structural Biology: X,,2590-1524,2750.0,USD - US Dollar
14649,Cytokine: X,,2590-1532,3400.0,USD - US Dollar
14650,Journal of Biotechnology: X,,2590-1559,2820.0,USD - US Dollar
14651,International Journal of Pharmaceutics: X,,2590-1567,3700.0,USD - US Dollar
14652,Food Chemistry: X,,2590-1575,2800.0,USD - US Dollar
14653,Gene: X,,2590-1583,3400.0,USD - US Dollar
14654,Journal of Non-Crystalline Solids: X,,2590-1591,2200.0,USD - US Dollar
14655,European Journal of Obstetrics & Gynecology and Reproductive Biology: X,,2590-1613,2500.0,USD - US Dollar
14656,Atmospheric Environment: X,,2590-1621,1400.0,USD - US Dollar
14657,Clinical Infection in Practice,,2590-1702,2000.0,USD - US Dollar
14658,Toxicon: X,,2590-1710,3300.0,USD - US Dollar
14659,Energy Conversion and Management: X,,2590-1745,3100.0,USD - US Dollar
14660,Journal of Biomedical Informatics: X,,2590-177X,2350.0,USD - US Dollar
14662,Smart Materials in Medicine,,2590-1834,840.0,USD - US Dollar
14663,Applied Computing and Geosciences,,2590-1974,1500.0,USD - US Dollar
14664,Transportation Research Interdisciplinary Perspectives,,2590-1982,1100.0,USD - US Dollar
14666,Biofilm,,2590-2075,2200.0,USD - US Dollar
14667,City and Environment Interactions,,2590-2520,1400.0,USD - US Dollar
14668,"Resources, Conservation & Recycling: X",,2590-289X,3500.0,USD - US Dollar
14669,Social Sciences and Humanities Open,,2590-2911,700.0,USD - US Dollar
14671,International Journal of Health and Clinical Research,,2590-3241,100.0,EUR - Euro
14674,Plant Communications,,2590-3462,1800.0,USD - US Dollar
14720,REVES - Revista Relações Sociais,,2595-4490,50.0,BRL - Brazilian Real
14745,Healthy-Mu Journal,,2597-3851,250000.0,IDR - Rupiah
14758,"Linguistic, English Education and Art (LEEA) Journal",2597-9248,2597-3819,450000.0,IDR - Rupiah
14759,Bioscientia Medicina: Journal of Biomedicine and Translational Research,,2598-0580,60.0,USD - US Dollar
14761,Journal of Childhood Education,2598-2184,2620-3278,35.0,USD - US Dollar
14768,IJEMS (Indonesian Journal of Environmental Management and Sustainability),2598-6260,2598-6279,50.0,USD - US Dollar
14771,Geosfera Indonesia,2598-9723,2614-8528,500000.0,IDR - Rupiah
14772,JAUR (Journal of Architecture and Urbanism Research),2599-0179,2599-0160,300000.0,IDR - Rupiah
14779,"Life Sciences, Medicine and Biomedicine",,2600-7207,250.0,USD - US Dollar
14823,Medicina Clínica Práctica,,2603-9249,1500.0,EUR - Euro
14842,Emerging Science Journal,,2610-9182,40.0,USD - US Dollar
14862,Open Journal of Humanities,,2612-6966,250.0,EUR - Euro
14867,Desimal,2613-9073,2613-9081,350000.0,IDR - Rupiah
14868,Caraka Tani: Journal of Sustainable Agriculture,2613-9456,2599-2570,1000000.0,IDR - Rupiah
14870,JIPI (Jurnal IPA dan Pembelajaran IPA),2614-0500,,500000.0,IDR - Rupiah
14874,Islamic Guidance and Counseling Journal,,2614-1566,50.0,USD - US Dollar
14877,Journal of Nursing Practice,2614-3488,2614-3496,30.0,USD - US Dollar
14880,IndoMath ,2614-5103,2614-5111,500000.0,IDR - Rupiah
14881,Window of Health ,,2614-5375,700000.0,IDR - Rupiah
14883,Research and Innovation in Language Learning,2614-5960,2615-4137,25.0,USD - US Dollar
14887,Dinamisia,2614-7424,2614-8927,300000.0,IDR - Rupiah
14890,Indonesian Journal of Learning and Instruction,2614-8250,2614-5677,150.0,USD - US Dollar
14895,Media Keperawatan Indonesia,,2615-1669,350000.0,IDR - Rupiah
14897,Ghidza,2615-2851,2622-7622,350000.0,IDR - Rupiah
14899,Jurnal Enggano,2615-5958,2527-5186,300000.0,IDR - Rupiah
14900,Automotive Experiences,2615-6202,2615-6636,1000000.0,IDR - Rupiah
14901,Jurnal Penelitian dan Pengkajian Ilmu Pendidikan: e-Saintika,,2615-6881,500000.0,IDR - Rupiah
14902,Diglosia,2615-725X,2615-8655,350000.0,IDR - Rupiah
14904,Tropical Animal Science Journal,2615-787X,2615-790X,250.0,USD - US Dollar
14905,JPIB: Jurnal Psikologi Islam dan Budaya,2615-8191,2615-8183,300000.0,IDR - Rupiah
