journal_full_title,2015,2016,2017,2018,2019,2020,issn,issn_print,issn_electronic,issn_l
AAPS Open,,,,1929.55,,,2364-9534,,2364-9534,2364-9534
Landscape Online,,,,147.24,150.0,,1865-1542,,1865-1542,1865-1542
Materials Today Bio,,,,,3073.22,,2590-0064,2590-0064,,2590-0064
Lithosphere,,,,,1576.13,,1941-8264,1941-8264,,1947-4253
Journal of Education and Learning,,,,,369.55,,1927-5269,1927-5250,1927-5269,1927-5250
Botanical Studies,,,,904.4,1830.52,,1999-3110,,1999-3110,1817-406X
Electronic Journal of Knowledge Management,,,,333.1,,,1479-4411,,,1479-4411
Children,,,,,552.2625,,2227-9067,,2227-9067,2227-9067
TH Open,,,,,263.49,,2512-9465,,2512-9465,2512-9465
Cogent Mathematics & Statistics,,,,1389.94,,,2574-2558,,2574-2558,2574-2558
Frontiers in Sociology,,,,432.34,883.9766666666667,,2297-7775,,2297-7775,2297-7775
Journal of Technology and Science Education,,,,,263.525,,2013-6374,,2013-6374,2013-6374
Case Reports in Critical Care,,,,412.75,,,2090-6420,2090-6420,2090-6439,2090-6420
"Life Sciences, Society and Policy",,,,913.92,,,2195-7819,,2195-7819,2195-7819
Diagnostic and Prognostic Research,,,1661.24,2017.0,1589.94,,2397-7523,,2397-7523,2397-7523
Journal of Fungi,,,,,545.0133333333333,,2309-608X,,2309-608X,2309-608X
Journal of Intelligence,,,,,411.565,,2079-3200,,2079-3200,2079-3200
Humanities,,,,,547.73,,2076-0787,,2076-0787,2076-0787
Journal of Children's Orthopaedics,,,,,1785.0,,1863-2521,1863-2521,1863-2548,1863-2521
Condensed Matter,,,,,547.73,,2410-3896,,2410-3896,2410-3896
"Nanotechnology, Science and Applications",,,1758.0,,,,1177-8903,,1177-8903,1177-8903
International Journal of Interactive Mobile Technologies (iJIM),,,,360.0,,,1865-7923,,1865-7923,1865-7923
Journal of the European Second Language Association,,,,409.64,,,2399-9101,,2399-9101,2399-9101
Journal of Business Management & Economics,,,,131.23,,,2347-5471,,2347-5471,2347-5471
Global Surgery,,,,309.22,,,2396-7307,,2396-7307,2396-7307
Blockchain in Healthcare Today,,,,,772.03,,2573-8240,,2573-8240,2573-8240
European Journal of Science and Mathematics Education,,,,,528.75,,2301-251X,,,2301-251X
AIMS Energy,,,,171.0,,,2333-8334,2333-8334,,2333-8326
Journal of Power and Energy Engineering,,,,214.0,,,2327-588X,2327-588X,2327-5901,2327-588X
International Journal of Population Data Science,,,,1361.98,1325.125,,2399-4908,,2399-4908,2399-4908
Natural Products Chemistry & Research,,,,862.0,,,2329-6836,,2329-6836,2329-6836
Fermentation,,,,1311.92,540.62,,2311-5637,,2311-5637,2311-5637
Urban Agriculture & Regional Food Systems,,,842.65,,,,2575-1220,,2575-1220,2575-1220
International Journal of Population Studies,,,576.55,,,,2424-8606,2424-8150,2424-8606,2424-8150
American Journal of Engineering Education (AJEE),,,776.13,,,,2157-9644,2153-2516,2157-9644,2157-9644
Weather and Climate Extremes,,,1330.5,,,,2212-0947,2212-0947,,2212-0947
International Journal of Psychological Studies,,,,339.0,,,1918-722X,1918-7211,1918-722X,1918-7211
Journal of Transport and Land Use,,,,635.63,,,1938-7849,,1938-7849,1938-7849
Agricultural & Environmental Letters,,,,1250.06,,,2471-9625,,2471-9625,2471-9625
Journal of Market Access & Health Policy,,1200.0,,,,,2001-6689,,2001-6689,2001-6689
npj Biofilms and Microbiomes,,1250.0,2016.0,2171.94,,,2055-5008,,2055-5008,2055-5008
Medicina,,,,,1028.0,737.38,1010-660X,,1010-660X,1010-660X
Photosynthetica,,,,,62.0,,0300-3604,0300-3604,1573-9058,0300-3604
Biomaterial Investigations in Dentistry,,,,,632.5,,2641-5275,,2641-5275,2641-5275
npj Digital Medicine,,,,2478.545,1332.3625000000004,,2398-6352,,2398-6352,2398-6352
BMC Rheumatology,,,,1481.56,,,2520-1026,,2520-1026,2520-1026
Biomarkers in Cancer,,,,1897.38,,,1179-299X,1179-299X,1179-299X,1179-299X
"Global Health, Epidemiology and Genomics",,,,2536.17,,,2054-4200,,2054-4200,2054-4200
ERJ Open Research,,,,908.52,,,2312-0541,,2312-0541,2312-0541
Medical Mycology Case Reports,,,,481.71,464.1,,2211-7539,2211-7539,,2211-7539
Asian Review of World Histories,,,,2433.8,,,2287-965X,,2287-965X,2287-965X
Nordic Journal of Science and Technology Studies,,,,,576.89,,1894-4647,,,1894-4647
Social Sciences,,,,,635.732,,2076-0760,,2076-0760,2076-0760
American Journal of Respiratory Cell and Molecular Biology,,,,,931.21,,1044-1549,1044-1549,1535-4989,1044-1549
Biomedical Papers,,369.8925,380.3133333333333,388.42125,,,1213-8118,1213-8118,1804-7521,1213-8118
Polish Journal of Pathology,,255.64,,,,,1233-9687,1233-9687,,1233-9687
Journal of Women's Health Care,,560.88,,,,,2167-0420,,2167-0420,2167-0420
Comparative Cytogenetics,,314.94,2016.0,453.48,,,1993-078X,1993-0771,1993-078X,1993-0771
Nutrition and Food Technology: Open Access,,821.64,,,,,2470-6086,,2470-6086,2470-6086
Polish Journal of Food and Nutrition Sciences,,363.0,,,,,1230-0322,1230-0322,,1230-0322
Acta Pharmaceutica,,544.615,2016.0,545.04,,,1846-9558,,1846-9558,1330-0075
Neuroendocrinology Letters,,1135.1666666666667,1145.9144444444444,1520.465,,,0172-780X,,,0172-780X
Archives of Budo,,1315.23,1427.09,1301.98,,,1643-8698,,,1643-8698
Journal of Balkan Union of Oncology,,377.54,,,,,1107-0625,,,1107-0625
Pedagogická orientace,,,193.12,193.35,,,1805-9511,1211-4669,1805-9511,1211-4669
Współczesna Onkologia,,,153.33,2017.0,238.0,,1428-2526,1428-2526,,1428-2526
The New Educational Review,,,155.43,,,,1732-6729,1732-6729,,1732-6729
Journal of Language and Cultural Education,,,170.0,170.63,,,1339-4584,,1339-4584,1339-4045
Archives of Budo Science of Martial Arts and Extreme Sports,,,287.99,,,,2300-8822,,,2300-8822
Annals of Burns and Fire Disasters,,,305.76,,,,1592-9558,,,1592-9558
Acta Poloniae Pharmaceutica,,,306.45,,,,2353-5288,,,0001-6837
Folia Biologica,,,432.83,,,,0015-5500,,,0015-5500
Annals of Thoracic and Cardiovascular Surgery,,,,773.98,,,1341-1098,1341-1098,2186-1005,1341-1098
Human Movement,,,,211.9,,,1899-1955,1899-1955,,1732-3991
Bosnian Journal of Basic Medical Sciences,,,,533.74,,,1840-4812,1512-8601,1840-4812,1512-8601
Advances in Clinical and Experimental Medicine,,,,362.96,,,1899-5276,1899-5276,,1899-5276
Biological Research,,,,2206.05,,,0717-6287,,0717-6287,0716-9760
Clinical and Applied Thrombosis/Hemostasis,,,,1022.57,,,1076-0296,1076-0296,1938-2723,1076-0296
Case Reports in Nephrology and Dialysis,,,,823.27,,,2296-9705,,2296-9705,2296-9705
Journal of the Pancreas,,,,2362.73,,,1590-8577,,,1590-8577
Studia Kinanthropologica,,,,19.28,,,1213-2101,,,1213-2101
Open Access Journal of Agricultural Research,,,,1545.71,,,2474-8846,,,2474-8846
Geotechnical Research,,,,1152.93,,,2052-6156,,2052-6156,2052-6156
Open Journal of Energy Efficiency,,,,437.2,,,2169-2637,2169-2637,2169-2645,2169-2645
Learning Health Systems,,,,1285.03,,,2379-6146,2379-6146,2379-6146,2379-6146
Microbial Genomics,,,,828.3779999999998,826.96,,2057-5858,,2057-5858,2057-5858
"Psychiatry, Depression & Anxiety",,,,1202.69,,,2573-0150,,2573-0150,2573-0150
npj Aging and Mechanisms of Disease,,,,2535.895,,,2056-3973,,2056-3973,2056-3973
HepatoBiliary Surgery and Nutrition,,,,1226.36,1467.785,1516.82,2304-3881,2304-3881,2304-389X,2304-3881
Journal of Experimental Psychopathology,,,,,510.685,,2043-8087,2043-8087,2043-8087,2043-8087
Journal of Global Oncology,,,,2378.87,,,2378-9506,,2378-9506,2378-9506
Ancient Asia,,,,409.04,,,2042-5937,,2042-5937,2042-5937
Neurophotonics,,,,841.59,1756.94,,2329-423X,2329-423X,2329-4248,2329-423X
Pharmacy,,,,,478.69,,2226-4787,,2226-4787,2226-4787
Water Resources and Industry,,,,1410.09,,,2212-3717,2212-3717,,2212-3717
HIV/AIDS - Research and Palliative Care,,,,1656.79,,,1179-1373,,1179-1373,1179-1373
Allergy & Rhinology,,,,761.55,,,2152-6567,2152-6567,2152-6567,2152-6567
Journal of Physics: Materials,,,,2205.55,,,2515-7639,,2515-7639,2515-7639
Advanced Health Care Technologies,,,,1388.49,,,2350-269X,,2350-269X,2350-269X
Hypoxia,,,,1669.81,,,2324-1128,,2324-1128,2324-1128
Review of European Studies,,,,466.02,,,1918-7181,1918-7173,1918-7181,1918-7173
Journal of Congenital Cardiology,,,,,1589.94,,2056-7251,,2056-7251,2056-7251
Annals of Emerging Technologies in Computing,,,,89.17,,,2516-029X,2516-0281,2516-029X,2516-0281
Proceedings of the Institution of Civil Engineers - Smart Infrastructure and Construction,,,,1898.94,,,2397-8759,,2397-8759,2397-8759
Rheumatology Advances in Practice,,,,1701.945,,,2514-1775,,2514-1775,2514-1775
Synthetic Biology,,,,,1930.37,,2397-7000,,2397-7000,2397-7000
Cardiology and Therapy,,,,,7683.92,,2193-8261,2193-8261,2193-6544,2193-6544
CVIR Endovascular,,,,1899.87,,,2520-8934,,2520-8934,2520-8934
Synthesis and Catalysis: Open Access,,,,916.43,,,2574-0431,,2574-0431,2574-0431
High Power Laser Science and Engineering,,,,1492.093333333333,1712.04,,2095-4719,2095-4719,2052-3289,2052-3289
Human Resource Research,,,,90.93,,,1948-5441,,1948-5441,1948-5441
PharmacoEconomics - Open,,,,,2348.7200000000007,,2509-4262,2509-4262,2509-4254,2509-4262
Public Health Open Access,,,,2046.18,,,2578-5001,,2578-5001,2578-5001
Translational Animal Science,,,,2183.33,1662.91,,2573-2102,,2573-2102,2573-2102
Secularism and Nonreligion,,,,400.49,,,2053-6712,,2053-6712,2053-6712
Substance Abuse: Research and Treatment,,,,,748.75,,1178-2218,1178-2218,1178-2218,1178-2218
Proceedings of the ACM on Programming Languages,,,349.26,395.5,,,2475-1421,,2475-1421,2475-1421
Procedia CIRP,,,,2513.18,,,2212-8271,2212-8271,,2212-8271
Big Earth Data,,,,1049.52,1062.0,,2096-4471,2096-4471,2574-5417,2574-5417
npj Parkinson's Disease,,,,,2622.87,,2373-8057,,2373-8057,2373-8057
International Journal of Micro Air Vehicles,,,,594.06,,,1756-8293,1756-8293,1756-8307,1756-8293
BMJ Open Quality,,,,1557.555,1314.6950000000004,,2399-6641,,2399-6641,2399-6641
Journal of Sensor and Actuator Networks,,,,328.35,727.22,,2224-2708,,2224-2708,2224-2708
Antiviral Chemistry and Chemotherapy,,,,754.8,,,2040-2066,2040-2066,2040-2066,0956-3202
Neuronal Signaling,,,,1174.17,,,2059-6553,,2059-6553,2059-6553
Neuroscience of Consciousness,,,,,1540.755,,2057-2107,,2057-2107,2057-2107
Cell Stress,,,,733.22,,,2523-0204,,2523-0204,2523-0204
The Lancet Planetary Health,,,4254.23,4700.168,4416.57,,2542-5196,2542-5196,,2542-5196
Microsystems & Nanoengineering,,,,,3618.16,,2055-7434,,2055-7434,2055-7434
EPJ Applied Metamaterials,,,,,477.4,,2272-2394,,2272-2394,2272-2394
EClinicalMedicine,,,,3704.11,3112.22,,2589-5370,2589-5370,,2589-5370
"Journal of Education, Society and Behavioural Science",,,,,481.46,,2456-981X,,2456-981X,2456-981X
Regenerative Biomaterials,,,,,1228.81,,2056-3418,2056-3418,2056-3426,2056-3426
Francosphères,,,,1196.74,,,2046-3820,2046-3820,2046-3839,2046-3820
Journal of Aesthetics & Culture,,,,,1963.4425,,2000-4214,,2000-4214,2000-4214
Journal of Animal Science and Biotechnology,,,,807.92,,,2049-1891,,2049-1891,1674-9782
JOR SPINE,,,,,1825.9,,2572-1143,2572-1143,2572-1143,2572-1143
Advances in Physiology Education,,,,1746.63,,,1043-4046,1043-4046,1522-1229,1043-4046
Journal of Contemporary Brachytherapy,,,,,238.0,,1689-832X,1689-832X,,2081-2841
Raumforschung und Raumordnung,,,,,259.5,,1869-4179,,1869-4179,0034-0111
Universe,,,,,275.35,,2218-1997,,2218-1997,2218-1997
Translational Cancer Research,,,,,1525.765,,2218-676X,2218-676X,2219-6803,2218-676X
Cancer Communications,,,,,1661.24,,2523-3548,,2523-3548,2523-3548
lnternational Electronic Journal of Elementary Education,,,,,300.0,,1307-9298,1307-9298,,1307-9298
South African Journal of Childhood Education,,,,,644.12,,2223-7682,2223-7674,2223-7682,2223-7674
Urban Science,,,,,680.24,,2413-8851,,2413-8851,2413-8851
Jacobs Journal of Veterinary Science and Research,,,,,1740.6,,2379-5255,,,2379-5255
Social Science Learning Education Journal,,,,70.77,,,2456-2408,2456-2408,2456-2408,2456-2408
Journal of Aging Research and Clinical Practice,,,,1770.0,,,2273-421X,,,2258-8094
Applied Computational Electromagnetics Society Journal,,,,219.72,,,1054-4887,,,1054-4887
Journal of Oral Science,,,,,744.635,,1343-4934,1343-4934,1880-4926,1343-4934
Journal of Agricultural Engineering,,,,,312.0,,2239-6268,1974-7071,2239-6268,1974-7071
Pediatric Reports,,,,,600.0,,2036-7503,2036-749X,2036-7503,2036-749X
Journal of Entomological and Acarological Research,,,,,250.0,,2279-7084,2038-324X,2279-7084,2038-324X
Agricultural Economics (Zemědělská ekonomika),,,,,363.2,,0139-570X,0139-570X,1805-9295,0139-570X
International Journal of Food and Nutritional Science,,,,,1024.0,,2377-0619,,2377-0619,2377-0619
Chemical Engineering Transactions,,,,,400.0,,2283-9216,,,2283-9216
Forensic Science International: Synergy,,,,,1700.0,,2589-871X,2589-871X,,2589-871X
Italian Journal of Food Safety,,,,,153.0,,2239-7132,,2239-7132,2239-7132
Journal of Complementary Medicine & Alternative Healthcare,,,,,974.0,,2572-1232,,,2572-1232
Progress in Nutrition,,,,,1000.0,,1129-8723,,,1129-8723
Science Education International,,,,50.0,60.7,,2077-2327,,2077-2327,1450-104X
Fisheries and Aquatic Sciences,,,,1557.41,3633.96,,2234-1757,,2234-1757,2234-1749
Journal of Renewable Materials,,,,,1170.58,,2164-6341,2164-6341,,2164-6325
HardwareX,,,,,516.0,,2468-0672,2468-0672,,2468-0672
Fluids,,,,,821.31,,2311-5521,,2311-5521,2311-5521
Journal of Manufacturing and Materials Processing,,,,,897.86,,2504-4494,,2504-4494,2504-4494
Environmental Research Communications,,,,,1487.5,,2515-7620,,2515-7620,2515-7620
Journal of Non-Crystalline Solids: X,,,,,2261.0,,2590-1591,2590-1591,,2590-1591
Zoological Letters,,,,,911.96,,2056-306X,,2056-306X,2056-306X
International Journal of Hyperthermia,,,,,1695.005,2127.92,0265-6736,0265-6736,1464-5157,0265-6736
Journal of Wildlife and Biodiversity,,,,,89.25,,2588-3526,,,2588-3526
Applied Rheology,,,,,595.0,,1617-8106,,1617-8106,1430-6395
Metabolism Open,,,,,394.39,,2589-9368,2589-9368,,2589-9368
Prisma Social,,,,60.0,,,1989-3469,,,1989-3469
Journal of Risk and Financial Management,,,,,273.045,,1911-8074,,1911-8074,1911-8066
Transport Problems,,,,160.0,,,1896-0596,1896-0596,2300-861X,1896-0596
Environmental and Sustainability Indicators,,,,,925.17,,2665-9727,2665-9727,,2665-9727
Water Research X,,,,,1912.263333333333,,2589-9147,2589-9147,,2589-9147
Phytobiomes Journal,,,,,1878.7,,2471-2906,2471-2906,2471-2906,2471-2906
CNS Neuroscience & Therapeutics,,,,,1520.045,,1755-5930,,,1755-5930
Curved and Layered Structures,,,,,1111.04,,2353-7396,,2353-7396,2353-7396
Data,,,,,971.96,,2306-5729,,2306-5729,2306-5729
Heritage,,,,,969.53,,2571-9408,,2571-9408,2571-9408
Poultry Science,,,,,1549.685,,0032-5791,0032-5791,1525-3171,0032-5791
Journal of Industrial Engineering and Management,,,,,351.05,,2013-0953,2013-8423,2013-0953,2013-0953
Transportation Research Interdisciplinary Perspectives,,,,,529.5333333333333,,2590-1982,2590-1982,,2590-1982
Journal of Perceptual Imaging,,,,,1080.79,,2575-8144,2575-8144,,2575-8144
Comparative Migration Studies,,,,,1142.4,,2214-594X,,2214-594X,2214-594X
Physics Open,,,,,,499.8,2666-0326,2666-0326,,2666-0326
African Journal of Biotechnology,,,,,577.21,,1684-5315,,1684-5315,1684-5315
African Journal of Food Science,,489.5,,,,,1996-0794,,1996-0794,1996-0794
Biotechnology(Faisalabad),,,527.65,,,,1682-296X,1682-296X,,1682-296X
Gates Open Research,,,709.07,758.838813559322,872.7362962962966,,2572-4754,,2572-4754,2572-4754
BMC Proceedings,,,1186.12,,,,1753-6561,,1753-6561,1753-6561
Contraception and Reproductive Medicine,,,,1602.29,,,2055-7426,,2055-7426,2055-7426
Clinical Medical Reviews and Case Reports,,,,,1269.29,,2378-3656,,2378-3656,2378-3656
Development Engineering,,,,518.62,,,2352-7285,2352-7285,,2352-7285
Infectious Disease Modelling,,,,451.14,,,2468-0427,2468-0427,,2468-0427
Reproductive Health Matters,,,,1670.14,,,0968-8080,0968-8080,1460-9576,0968-8080
South African Journal of Chemical Engineering,,,,484.35,,,1026-9185,1026-9185,,1026-9185
International Journal of Climate Change Strategies and Management,,,,881.45,,,1756-8692,1756-8692,,1756-8692
International Journal of MCH and AIDS (IJMA),,,,,529.8,,2161-864X,2161-8674,2161-864X,2161-864X
Food Science and Nutrition,,,,1205.51,,,2470-1076,,2470-1076,2470-1076
International Journal of Food Science,,,,636.62,,,2356-7015,2356-7015,2314-5765,2314-5765
International Journal of Genomics,,,,,1351.23,,2314-436X,2314-436X,2314-4378,2314-436X
Journal of Global Health Reports,,,,429.535,554.325,,2399-1623,,2399-1623,2399-1623
"Journal of Water, Sanitation and Hygiene for Development",,,1613.811428571429,1613.4766666666665,,,2043-9083,2043-9083,2408-9362,2043-9083
ANIMAL PRODUCTION,,,85.14,,,,2541-5875,1411-2027,2541-5875,1411-2027
Journal of Plant Pathology & Microbiology,,,1303.19,,,,2157-7471,,2157-7471,2157-7471
Health Care : Current Reviews,,487.6,,,,,2375-4273,,2375-4273,2375-4273
MDM Policy & Practice,,,1470.98,2017.0,1519.96,,2381-4683,2381-4683,2381-4683,2381-4683
Journal of Clinical and Laboratory Medicine,,,670.73,,,,2572-9578,,2572-9578,2572-9578
World Journal of AIDS,,,182.85,,,,2160-8814,2160-8814,2160-8822,2160-8814
Genus,,,945.68,,,,2035-5556,,2035-5556,0016-6987
Journal of Soil Science and Plant Nutrition,,,,,2660.75,,0718-9508,0718-9508,0718-9516,0718-9508
Nano Reviews & Experiments,,,,,1150.85,,2002-2727,,2002-2727,2002-2727
Clinical and Translational Science,,,,2625.13,,,1752-8054,,,1752-8054
Journal of Nutrition & Food Sciences,,,,1897.21,,,2155-9600,,2155-9600,2155-9600
Annals of Palliative Medicine,,,,,1570.08,,2224-5820,2224-5820,2224-5839,2224-5820
Translational Neurodegeneration,,,,,1942.08,,2047-9158,,2047-9158,2047-9158
Software Impacts,,,,,261.8,,2665-9638,2665-9638,,2665-9638
Administrative Sciences,,,,,275.07,,2076-3387,,2076-3387,2076-3387
Econometrics,,,,,287.72,,2225-1146,,2225-1146,2225-1146
OSA Continuum,,,,,1214.76,,2578-7519,,2578-7519,2578-7519
Molecular Plant Pathology,,,,,1884.96,,1464-6722,,,1364-3703
International Educational Research,,,,,,116.64,2576-3067,2576-3059,2576-3067,2576-3059
JSES International,,,,,1080.0,,2666-6383,2666-6383,,2666-6383
NISPAcee Journal of Public Administration and Policy,,,,,100.0,,1338-4309,,1338-4309,1337-9038
International Journal of Ceramic Engineering & Science,,,,,1410.45,,2578-3270,2578-3270,2578-3270,2578-3270
International Journal of Stem Cell Research & Therapeutics,,,,,754.67,,2690-3202,,,2690-3202
Gerontology and Geriatric Medicine,,,,,1084.34,,2333-7214,2333-7214,2333-7214,2333-7214
Biomedicine & Pharmacotherapy,,,,,1991.04,,0753-3322,0753-3322,,0753-3322
AORTA,,,,,1785.0,,2325-4637,,2325-4637,2325-4637
General physiology and biophysics,,,,,430.5,,1338-4325,,1338-4325,0231-5882
Adipocyte,,,,,1047.2,,2162-3945,2162-3945,2162-397X,2162-3945
Brain Communications,,,,,1999.2,,2632-1297,,2632-1297,2632-1297
International Journal of Hematologic Oncology,,,,,1547.0,,2045-1393,2045-1393,2045-1407,2045-1393
Journal of Medical Education and Curricular Development,,,,,710.94,,2382-1205,2382-1205,2382-1205,2382-1205
Journal of Functional Morphology and Kinesiology,,,,,815.09,,2411-5142,,2411-5142,2411-5142
Health Education and Public Health,,,,,1569.61,,2631-8377,,2631-8377,2631-8377
Journal of Power Sources Advances,,,,,1250.0,,2666-2485,2666-2485,,2666-2485
Results in Applied Mathematics,,,,,511.7,,2590-0374,2590-0374,,2590-0374
Hydrology,,,,,278.1,,2306-5338,,2306-5338,2306-5338
Revista de Biología Tropical,,,,,997.66,,2215-2075,0034-7744,2215-2075,0034-7744
Journal of Exercise Science & Fitness,,,,,1024.855,,1728-869X,1728-869X,,1728-869X
Neurosignals,,,,,1190.0,,1424-862X,1424-862X,1424-8638,1424-862X
The Breast,,,,,1880.2,,0960-9776,0960-9776,,0960-9776
Public Policy and Administration,,,,,277.66,,0952-0767,0952-0767,1749-4192,0952-0767
Biomolecules & Therapeutics,,,,,619.74,,1976-9148,1976-9148,2005-4483,1976-9148
